# setname	status	fps_no_present	driver_file	drc	fallback	title
tacscan	OK	19.7	sega/segag80v.cpp	-	mame4all	Tac/Scan
gcpinbal	OK	19.6	excellent/gcpinbal.cpp	-	-	Grand Cross (v1.02F)
hyprduel	OK	19.6	metro/hyprduel.cpp	-	-	Hyper Duel (Japan set 1)
shufshot	OK	19.6	itech/itech32.cpp	-	-	Shuffleshot (v1.40)
holo	OK	19.5	sega/segas32.cpp	-	-	Holosseum (US, Rev A)
pwrflip	OK	19.5	excellent/gcpinbal.cpp	-	-	Power Flipper Pinball Shooting (v1.33)
s1945	OK	19.5	psikyo/psikyo.cpp	-	mame4all	Strikers 1945 (World)
skyalert	OK	19.5	metro/metro.cpp	-	-	Sky Alert
term2	OK	19.5	williams/midyunit.cpp	-	mame4all	Terminator 2 - Judgment Day (rev LA4 08/03/92)
gunbustr	OK	19.4	taito/gunbustr.cpp	-	-	Gunbuster (World)
beathead	OK	19.3	atari/beathead.cpp	-	-	BeatHead (prototype)
funcube	OK	19.3	namco/funcube.cpp	-	-	Funcube (v1.5)
gladiatr	OK	19.3	taito/gladiatr.cpp	-	mame4all	Gladiator (US)
tengai	OK	19.3	psikyo/psikyo.cpp	-	mame4all	Tengai (World)
barek3mb	OK	19.2	sega/megadriv_acbl.cpp	-	-	Bare Knuckle III (scrambled bootleg of Mega Drive version)
poitto	OK	19.2	metro/metro.cpp	-	-	Poitto! (Japan revision D)
wcbowl	OK	19.2	itech/itech32.cpp	-	-	World Class Bowling (v1.66)
pangpoms	OK	19.1	metro/metro.cpp	-	-	Pang Pom's
bublbob2	OK	19.0	taito/taito_f3.cpp	-	-	Bubble Bobble II (Ver 2.6O 1994/12/16)
darkedge	OK	19.0	sega/segas32.cpp	-	-	Dark Edge (World)
slipstrm	OK	19.0	sega/segas32.cpp	-	-	Slip Stream (Brazil 950515)
daitorid	OK	18.9	metro/metro.cpp	-	-	Daitoride (Japan)
puckpkmn	OK	18.9	sega/megadriv_ybox.cpp	-	-	Puckman Pockimon Genie 2000
racedriv	OK	18.9	atari/harddriv.cpp	-	-	Race Drivin' (cockpit, rev 5)
startrek	OK	18.9	sega/segag80v.cpp	-	mame4all	Star Trek
puzzli	OK	18.8	metro/metro.cpp	-	-	Puzzli (Japan revision B)
omegrace	OK	18.7	bally/omegrace.cpp	-	mame4all	Omega Race (set 1)
jdreddp	OK	18.6	williams/midtunit.cpp	-	mame4all	Judge Dredd (rev TA1 7/12/92, location test)
lastfort	OK	18.5	metro/metro.cpp	-	-	Last Fortress - Toride (Japan, VG420 PCB)
ar_socc	OK	18.4	amiga/arsystems.cpp	-	-	World Trophy Soccer (Arcadia, V 3.0)
ar_sprg	OK	18.3	amiga/arsystems.cpp	-	-	Space Ranger (Arcadia, V 2.0)
calcune	OK	18.3	sega/calcune.cpp	-	-	Calcune (Japan, prototype)
nbajam	OK	18.3	williams/midtunit.cpp	-	mame4all	NBA Jam (rev 3.01 4/07/93)
salmndr2	OK	18.3	konami/konamigx.cpp	-	-	Salamander 2 (ver JAA)
twinqix	OK	18.3	taito/taito_f3.cpp	-	-	Twin Qix (Ver 1.0A 1995/01/17, prototype)
ar_dart	OK	18.2	amiga/arsystems.cpp	-	-	World Darts (Arcadia, set 1, V 2.1)
ar_spot	OK	18.2	amiga/arsystems.cpp	-	-	Spot (Arcadia, V 2.0)
lightbr	OK	18.2	taito/taito_f3.cpp	-	-	Light Bringer (Ver 2.2O 1994/04/08)
nbajamte	OK	18.2	williams/midtunit.cpp	-	mame4all	NBA Jam Tournament Edition (rev 4.0 3/23/94)
ikki	OK	18.1	sunelectronics/ikki.cpp	-	-	Ikki (Japan)
imolagp	OK	18.1	misc/imolagp.cpp	-	-	Imola Grand Prix (set 1)
splndrbt	OK	18.1	alpha/splendor.cpp	-	-	Splendor Blast (set 1)
20pacgal	OK	18.0	namco/20pacgal.cpp	-	-	Ms. Pac-Man/Galaga - 20th Anniversary Class of 1981 Reunion (V1.08)
ar_blast	OK	17.9	amiga/arsystems.cpp	-	-	Blastaball (Arcadia, V 2.1)
ar_dlta	OK	17.9	amiga/arsystems.cpp	-	-	Delta Command (Arcadia)
ar_ldrb	OK	17.9	amiga/arsystems.cpp	-	-	Leader Board Golf (Arcadia, set 1, V 2.5)
ar_sdwr	OK	17.9	amiga/arsystems.cpp	-	-	Sidewinder (Arcadia, set 1, V 2.1)
mk	OK	17.9	williams/midtunit.cpp	-	mame4all	Mortal Kombat (rev 5.0 T-Unit 03/19/93)
turbo	OK	17.9	sega/turbo.cpp	-	mame4all	Turbo (program 1513-1515)
quarterb	OK	17.8	cinematronics/leland.cpp	-	mame4all	Quarterback (rev 5)
teamqb	OK	17.8	cinematronics/leland.cpp	-	mame4all	John Elway's Team Quarterback (rev 3)
ar_airh	OK	17.7	amiga/arsystems.cpp	-	-	SportTime Table Hockey (Arcadia, set 1, V 2.1)
ar_argh	OK	17.7	amiga/arsystems.cpp	-	-	Aaargh (Arcadia)
ar_fast	OK	17.7	amiga/arsystems.cpp	-	-	Magic Johnson's Fast Break (Arcadia, V 2.8)
ar_ninj	OK	17.7	amiga/arsystems.cpp	-	-	Ninja Mission (Arcadia, set 1, V 2.5)
ar_pm	OK	17.7	amiga/arsystems.cpp	-	-	Pharaohs Match (Arcadia)
ar_xeon	OK	17.7	amiga/arsystems.cpp	-	-	Xenon (Arcadia, V 2.3)
shoottv	OK	17.7	itech/itech32.cpp	-	-	Must Shoot TV (prototype)
viper	OK	17.7	cinematronics/leland.cpp	-	mame4all	Viper (rev 3)
ar_rdwr	OK	17.6	amiga/arsystems.cpp	-	-	RoadWars (Arcadia, V 2.3)
sidepckt	OK	17.6	dataeast/sidepckt.cpp	-	mame4all	Side Pocket (World)
tmntmwb	OK	17.6	nintendo/snesb.cpp	-	-	Teenage Mutant Ninja Turtles - Mutant Warriors (SNES bootleg)
demon	OK	17.5	cinematronics/cinemat.cpp	-	mame4all	Demon
gostop	OK	17.5	seta/simple_st0016.cpp	-	-	Kankoku Hanafuda Go-Stop
sbubsm	OK	17.5	sega/megadriv_sunmix.cpp	-	-	Super Bubble Bobble (Sun Mixing, Mega Drive clone hardware)
ar_bowl	OK	17.3	amiga/arsystems.cpp	-	-	SportTime Bowling (Arcadia, V 2.1)
pigout	OK	17.3	cinematronics/leland.cpp	-	mame4all	Pig Out: Dine Like a Swine! (rev 2?)
ertictac	OK	17.2	acorn/ertictac.cpp	-	-	Erotictac/Tactic
fourtrax	OK	17.2	namco/namcos2.cpp	-	mame4all	Four Trax (World)
offroadt	OK	17.1	cinematronics/leland.cpp	-	mame4all	Ironman Ivan Stewart's Super Off-Road Track-Pak (rev 4?)
aafb	OK	17.0	cinematronics/leland.cpp	-	mame4all	All American Football (Leland, rev E)
spcinv95	OK	17.0	taito/taito_f3.cpp	-	-	Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14)
splndrbt2	OK	17.0	alpha/splendor.cpp	-	-	Splendor Blast II
cybsled	OK	16.9	namco/namcos21_c67.cpp	-	-	Cyber Sled (CY2, World)
barek2mb	OK	16.8	sega/megadriv_acbl.cpp	-	-	Bare Knuckle II (bootleg of Mega Drive version)
tokkae	OK	16.8	konami/konamigx.cpp	-	-	Taisen Tokkae-dama (ver JAA)
crzcross	OK	16.7	konami/konamigx.cpp	-	-	Crazy Cross (ver EAA)
daiskiss	OK	16.7	konami/konamigx.cpp	-	-	Daisu-Kiss (ver JAA)
cyberbal	OK	16.6	atari/cyberbal.cpp	-	mame4all	Cyberball (rev 4)
othello	OK	16.6	success/othello.cpp	-	-	Othello (version 3.0)
sexyparo	OK	16.6	konami/konamigx.cpp	-	-	Sexy Parodius (ver JAA)
gutsn	OK	16.3	kaneko/suprnova.cpp	sh	-	Guts'n (Japan)
puzzloop	OK	16.3	kaneko/suprnova.cpp	sh	-	Puzz Loop (Europe, v0.94)
dbzvrvs	OK	16.2	sega/segas32.cpp	-	-	Dragon Ball Z: V.R. V.S. (Japan, Rev A)
galpani4	OK	16.2	kaneko/suprnova.cpp	sh	-	Gals Panic 4 (Europe)
vblokbrk	OK	16.2	kaneko/suprnova.cpp	sh	-	VS Block Breaker (Europe)
buggyboy	OK	16.1	tatsumi/tx1.cpp	-	-	Buggy Boy/Speed Buggy (cockpit, rev. D)
jzth	OK	16.1	sega/megadriv_ybox.cpp	-	-	Juezhan Tianhuang
offroad	OK	16.1	cinematronics/leland.cpp	-	mame4all	Ironman Ivan Stewart's Super Off-Road (rev 4)
redlin2p	OK	16.1	cinematronics/leland.cpp	-	mame4all	Redline Racer (2 players)
strtdriv	OK	16.1	atari/harddriv.cpp	-	-	Street Drivin' (prototype)
scross	OK	16.0	sega/segas32.cpp	-	-	Stadium Cross (World)
radm	OK	15.9	sega/segas32.cpp	-	-	Rad Mobile (World)
coolridr	OK	15.8	sega/coolridr.cpp	sh	-	Cool Riders
lastbank	OK	15.8	excellent/lastbank.cpp	-	-	Last Bank (v1.16)
wcvol95	OK	15.8	dataeast/hvysmsh.cpp	-	-	World Cup Volleyball '95 (Asia Ver. 1.0)
smgp	OK	15.7	sega/segaxbd.cpp	-	-	Super Monaco GP (World, Rev B) (FD1094 317-0126a)
trisport	OK	15.7	bally/mcr68.cpp	-	mame4all	Tri-Sports
fantjour	OK	15.4	konami/konamigx.cpp	-	-	Fantastic Journey (ver EAA)
firetrap	OK	15.4	dataeast/firetrap.cpp	-	mame4all	Fire Trap (US, rev A)
thedeep	OK	15.4	dataeast/thedeep.cpp	-	-	The Deep (Japan)
sprcros2	OK	15.2	sanritsu/sprcros2.cpp	-	-	Super Cross II (Japan, set 1)
tkmmpzdm	OK	15.2	konami/konamigx.cpp	-	-	Tokimeki Memorial Taisen Puzzle-dama (ver JAB)
zwackery	OK	15.2	bally/zwackery.cpp	-	mame4all	Zwackery
invqix	OK	15.0	taito/invqix.cpp	-	-	Space Invaders / Qix Silver Anniversary Edition (Ver. 2.03)
poizone	OK	15.0	acorn/ertictac.cpp	-	-	Poizone
spacefrt	OK	15.0	misc/cvs.cpp	-	-	Space Fortress (CVS)
upscope	OK	14.8	amiga/upscope.cpp	-	-	Up Scope
spdheat	OK	14.4	taito/spdheat.cpp	-	-	Super Dead Heat (World)
divebomb	OK	14.3	konami/divebomb.cpp	-	-	Kyuukoukabakugekitai - Dive Bomber Squad (Japan, prototype)
laserbat	OK	14.3	zaccaria/laserbat.cpp	-	-	Laser Battle
sonic2mb	OK	14.3	sega/megadriv_acbl.cpp	-	-	Sonic The Hedgehog 2 (bootleg of Mega Drive version)
catnmous	OK	14.2	zaccaria/laserbat.cpp	-	-	Cat and Mouse (type 02 program)
titlef	OK	14.2	sega/segas32.cpp	-	-	Title Fight (World)
streetg2	OK	13.9	pc/pcat_nit.cpp	-	-	Street Games II (Revision 7C)
tceptor	OK	13.9	namco/tceptor.cpp	-	-	Thunder Ceptor
pigskin	OK	13.7	bally/mcr68.cpp	-	mame4all	Pigskin 621AD (rev 1.1K 8/01/90)
groundfx	OK	13.6	taito/groundfx.cpp	-	-	Ground Effects / Super Ground Effects (Japan)
gslgr94u	OK	13.6	namco/namconb1.cpp	-	-	Great Sluggers '94
soccerss	OK	13.6	konami/konamigx.cpp	-	-	Soccer Superstars (ver EAC)
suzuk8h2	OK	13.6	namco/namcos2.cpp	-	mame4all	Suzuka 8 Hours 2 (World, Rev B)
suzuka8h	OK	13.6	namco/namcos2.cpp	-	mame4all	Suzuka 8 Hours (World, Rev C)
cadash	OK	13.1	taito/asuka.cpp	-	-	Cadash (World)
kingdrby	OK	13.0	tatsumi/kingdrby.cpp	-	-	King Derby (1981)
sws97	OK	12.9	namco/namconb1.cpp	-	-	Super World Stadium '97 (Japan)
gslugrsj	OK	12.8	namco/namconb1.cpp	-	-	Great Sluggers (Japan)
sws96	OK	12.5	namco/namconb1.cpp	-	-	Super World Stadium '96 (Japan)
harddunk	OK	12.3	sega/segas32.cpp	-	-	Hard Dunk (World)
sprint8	OK	12.2	atari/sprint8.cpp	-	-	Sprint 8
cheekyms	OK	12.1	universal/cheekyms.cpp	-	mame4all	Cheeky Mouse
bonanza	OK	11.8	pc/pcat_nit.cpp	-	-	Touchstar Bonanza (Revision 3)
ssf2mdb	OK	11.8	sega/megadriv_acbl.cpp	-	-	Super Street Fighter II - The New Challengers (scrambled bootleg of Mega Drive version)
warrior	OK	11.8	cinematronics/cinemat.cpp	-	mame4all	Warrior
gprider	OK	11.7	sega/segaxbd.cpp	-	-	GP Rider (World, FD1094 317-0163) (Twin setup)
gimeabrk	OK	11.4	bally/balsente.cpp	-	mame4all	Gimme A Break (7/7/85)
minigolf	OK	11.4	bally/balsente.cpp	-	mame4all	Mini Golf (set 1)
triviabb	OK	11.3	bally/balsente.cpp	-	mame4all	Trivial Pursuit (Baby Boomer Edition) (3/20/85)
finalapr	OK	11.2	namco/namcofl.cpp	-	-	Final Lap R (Rev. B)
otwalls	OK	11.2	bally/balsente.cpp	-	mame4all	Off the Wall (Sente) (10/16/84)
sentetst	OK	11.2	bally/balsente.cpp	-	mame4all	Sente Diagnostic Cartridge
triviayp	OK	11.2	bally/balsente.cpp	-	mame4all	Trivial Pursuit (Young Players Edition) (3/29/85)
30test	OK	11.1	namco/30test.cpp	-	-	30 Test (remake)
nametune	OK	11.1	bally/balsente.cpp	-	mame4all	Name That Tune (Bally, 3/31/86)
teamht	OK	11.1	bally/balsente.cpp	-	mame4all	Team Hat Trick (11/16/84)
triviag1	OK	11.1	bally/balsente.cpp	-	mame4all	Trivial Pursuit (Think Tank - Genus Edition) (2/12/85)
triviag2	OK	11.1	bally/balsente.cpp	-	mame4all	Trivial Pursuit (Genus II Edition) (3/22/85)
triviasp	OK	11.1	bally/balsente.cpp	-	mame4all	Trivial Pursuit (All Star Sports Edition)
hattrick	OK	11.0	bally/balsente.cpp	-	mame4all	Hat Trick (11/12/84)
rescraid	OK	11.0	bally/balsente.cpp	-	mame4all	Rescue Raider (5/11/87) (non-cartridge)
stocker	OK	11.0	bally/balsente.cpp	-	mame4all	Stocker (3/19/85)
triviaes	OK	11.0	bally/balsente.cpp	-	mame4all	Trivial Pursuit (Volumen III, Spanish, Maibesa license)
battlera	OK	10.9	dataeast/battlera.cpp	-	mame4all	Battle Rangers (World)
snakepit	OK	10.9	bally/balsente.cpp	-	mame4all	Snake Pit
sws95	OK	10.9	namco/namconb1.cpp	-	-	Super World Stadium '95 (Japan)
grudge	OK	10.8	bally/balsente.cpp	-	mame4all	Grudge Match (v00.90, prototype)
stompin	OK	10.8	bally/balsente.cpp	-	mame4all	Stompin' (4/4/86)
tail2nos	OK	10.8	vsystem/tail2nos.cpp	-	mame4all	Tail to Nose - Great Championship / Super Formula
luckywld	OK	10.7	namco/namcos2.cpp	-	mame4all	Lucky & Wild
nstocker	OK	10.7	bally/balsente.cpp	-	mame4all	Night Stocker (10/6/86)
snakjack	OK	10.7	bally/balsente.cpp	-	mame4all	Snacks'n Jaxson
cshift	OK	10.6	bally/balsente.cpp	-	mame4all	Chicken Shift (11/23/84)
fhawk	OK	10.6	taito/taito_l.cpp	-	mame4all	Fighting Hawk (World)
gghost	OK	10.6	bally/balsente.cpp	-	mame4all	Goalie Ghost
champwr	OK	10.5	taito/taito_l.cpp	-	mame4all	Champion Wrestler (World)
mag_burn	OK	10.5	efo/cedar_magnet.cpp	-	-	The Burning Cavern (31/03/87)
sfootbal	OK	10.4	bally/balsente.cpp	-	mame4all	Street Football (11/12/86)
toggle	OK	10.4	bally/balsente.cpp	-	mame4all	Toggle (prototype)
destroyr	OK	10.3	atari/destroyr.cpp	-	-	Destroyer (Atari, version O2)
mag_day	OK	10.3	efo/cedar_magnet.cpp	-	-	A Day In Space (31/03/87)
mag_pdak	OK	10.3	efo/cedar_magnet.cpp	-	-	Paris Dakar (31/03/87, Spanish)
mag_time	OK	10.3	efo/cedar_magnet.cpp	-	-	Time Scanner (TS 2.0, Magnet System)
mag_xain	OK	10.3	efo/cedar_magnet.cpp	-	-	Xain'd Sleena (SC 3.0, Magnet System)
mag_boob	OK	10.2	efo/cedar_magnet.cpp	-	-	Booby Kids (Magnet System)
mag_exzi	OK	10.2	efo/cedar_magnet.cpp	-	-	Exzisus (EX 1.0, Magnet System)
mag_war	OK	10.2	efo/cedar_magnet.cpp	-	-	War Mission (WM 04/06/87)
raimais	OK	10.2	taito/taito_l.cpp	-	mame4all	Raimais (World, rev 1)
sonic	OK	10.1	sega/segas32.cpp	-	-	SegaSonic The Hedgehog (Japan, rev. C)
srmdb	OK	10.1	sega/megadriv_acbl.cpp	-	-	Sunset Riders (scrambled bootleg of Mega Drive version)
fishfren	OK	10.0	atari/jaguar.cpp	mips	-	Fishin' Frenzy (prototype)
kungfur	OK	10.0	namco/kungfur.cpp	-	-	Kung-Fu Roushi
spyhunt2	OK	9.9	bally/mcr68.cpp	-	mame4all	Spy Hunter II (rev 2)
arescue	OK	9.8	sega/segas32.cpp	-	-	Air Rescue (World)
barrier	OK	9.7	cinematronics/cinemat.cpp	-	mame4all	Barrier
ripoff	OK	9.7	cinematronics/cinemat.cpp	-	mame4all	Rip Off
spidman	OK	9.7	sega/segas32.cpp	-	-	Spider-Man: The Videogame (World)
thndzone	OK	9.5	dataeast/dassault.cpp	-	-	Thunder Zone (World, Rev 1)
starcrus	OK	9.2	ramtek/starcrus.cpp	-	mame4all	Star Cruiser
starhawk	OK	9.2	cinematronics/cinemat.cpp	-	mame4all	Starhawk
aliencr	OK	9.0	pce/uapce.cpp	-	-	Alien Crush (United Amusements PC Engine)
finallap	OK	8.8	namco/namcos2.cpp	-	mame4all	Final Lap (Rev E)
monymony	OK	8.6	zaccaria/zaccaria.cpp	-	mame4all	Money Money (set 1)
paclandp	OK	8.6	pce/uapce.cpp	-	-	Pac-Land (United Amusements PC Engine)
finalap2	OK	8.5	namco/namcos2.cpp	-	mame4all	Final Lap 2 (World, Rev B)
skimaxx	OK	8.4	ice/skimaxx.cpp	-	-	Skimaxx
ejanhs	OK	8.3	seibu/seibuspi.cpp	-	-	E Jong High School (Japan)
kenseim	OK	8.3	capcom/kenseim.cpp	-	-	Ken Sei Mogura: Street Fighter II (Japan 940418, Ver 1.00)
finalap3	OK	8.2	namco/namcos2.cpp	-	mame4all	Final Lap 3 (World, Rev C)
senkyu	OK	8.2	seibu/seibuspi.cpp	-	-	Senkyu (Japan, newer)
sshooter	OK	8.2	misc/policetr.cpp	mips	-	Sharpshooter (Rev 1.9)
keith	OK	8.1	pce/uapce.cpp	-	-	Keith Courage In Alpha Zones (United Amusements PC Engine)
trivrus	OK	8.1	misc/trivrus.cpp	-	-	Trivia R Us (v1.07)
blazlaz	OK	8.0	pce/uapce.cpp	-	-	Blazing Lazers (United Amusements PC Engine)
f1gp	OK	7.9	vsystem/f1gp.cpp	-	-	F-1 Grand Prix (set 1)
f1en	OK	7.8	sega/segas32.cpp	-	-	F1 Exhaust Note (World, Rev A)
f1gp2	OK	7.8	vsystem/f1gp.cpp	-	-	F-1 Grand Prix Part II
shrike	OK	7.8	bally/balsente.cpp	-	mame4all	Shrike Avenger (prototype)
wotw	OK	7.8	cinematronics/cinemat.cpp	-	mame4all	War of the Worlds
starcas	OK	7.7	cinematronics/cinemat.cpp	-	mame4all	Star Castle (version 3)
sothello	OK	7.5	success/sothello.cpp	-	-	Super Othello
policetr	OK	7.4	misc/policetr.cpp	mips	-	Police Trainer (Rev 1.3B, Rev 0.3 PCB)
tailg	OK	7.4	cinematronics/cinemat.cpp	-	mame4all	Tailgunner
flyball	OK	7.3	atari/flyball.cpp	-	-	Flyball (rev 2)
jackrabt	OK	7.3	zaccaria/zaccaria.cpp	-	mame4all	Jack Rabbit (set 1)
thunderj	OK	7.3	atari/thunderj.cpp	-	mame4all	ThunderJaws (rev 3)
spiker	OK	7.2	bally/balsente.cpp	-	mame4all	Spiker (6/9/86)
aircomb	OK	7.1	namco/namcos21_c67.cpp	-	-	Air Combat (AC2, US)
magtouch	OK	6.9	misc/magtouch.cpp	-	-	Magical Touch
tapatune	OK	6.9	misc/tapatune.cpp	-	-	Tap a Tune
sundance	OK	6.7	cinematronics/cinemat.cpp	-	mame4all	Sundance
turbosub	OK	6.4	misc/esripsys.cpp	-	-	Turbo Sub (prototype rev. TSCA)
armora	OK	5.6	cinematronics/cinemat.cpp	-	mame4all	Armor Attack
sspeedr	OK	5.6	taito/sspeedr.cpp	-	-	Super Speed Race
astrob	OK	5.4	sega/segag80r.cpp	-	mame4all	Astro Blaster (version 3)
starfir2	OK	5.2	exidy/starfire.cpp	-	mame4all	Star Fire 2
starfire	OK	5.2	exidy/starfire.cpp	-	mame4all	Star Fire (set 1)
fireone	OK	5.1	exidy/starfire.cpp	-	mame4all	Fire One
hamboy	OK	5.0	misc/megaphx.cpp	-	-	Hammer Boy
megaphx	OK	5.0	misc/megaphx.cpp	-	-	Mega Phoenix
speglsht	OK	4.0	seta/speglsht.cpp	mips	-	Super Eagle Shot
funcube3	OK	3.4	namco/funcube.cpp	-	-	Funcube 3 (v1.1)
funcube2	OK	3.3	namco/funcube.cpp	-	-	Funcube 2 (v1.1)
funcube4	OK	3.3	namco/funcube.cpp	-	-	Funcube 4 (v1.0)
funcube5	OK	3.3	namco/funcube.cpp	-	-	Funcube 5 (v1.0)
39in1	TIMEOUT		misc/39in1.cpp	-	-	39 in 1 MAME bootleg (GNO-V000)
aburner	ROMFAIL		sega/segaxbd.cpp	-	-	After Burner (VER 1.32, deluxe/upright)
airbustr	ROMFAIL		kaneko/airbustr.cpp	-	mame4all	Air Buster: Trouble Specialty Raid Unit (World)
aladmdb	ROMFAIL		sega/megadriv_acbl.cpp	-	-	Aladdin (bootleg of Mega Drive version)
archrivl	ROMFAIL		bally/mcr68.cpp	-	mame4all	Arch Rivals (rev 4.0 6/29/89)
bang	ROMFAIL		gaelco/gaelco2.cpp	-	-	Bang! (version 2, checksum 140E)
bballoon	TIMEOUT		eolith/ghosteo.cpp	-	-	BnB Arcade (V1.0005 World)
bbust2	TIMEOUT		snk/hng64.cpp	mips	-	Beast Busters: Second Nightmare
bjtwin	ROMFAIL		nmk/nmk16.cpp	-	mame4all	Bombjack Twin (set 1)
blazeon	ROMFAIL		kaneko/kaneko16.cpp	-	mame4all	Blaze On (World)
bm1stmix	ROMFAIL		konami/djmain.cpp	-	-	beatmania (ver JA-B)
boxingb	TIMEOUT		cinematronics/cinemat.cpp	-	mame4all	Boxing Bugs
brkthru	ROMFAIL		dataeast/brkthru.cpp	-	mame4all	Break Thru (World)
bshark	ROMFAIL		taito/taito_z.cpp	-	-	Battle Shark (World)
carrera	ROMFAIL		misc/carrera.cpp	-	-	Carrera (Version 6.7)
coolmini	SEGV		misc/vamphalf.cpp	e132xs	-	Cool Minigame Collection
cosmogng	ROMFAIL		namco/namcos2.cpp	-	mame4all	Cosmo Gang the Video (US)
crazywar	SEGV		eolith/vegaeo.cpp	e132xs	-	Crazy War
daifugo	ROMFAIL		seta/speedatk.cpp	-	-	Daifugo (Japan)
dcclub	TIMEOUT		sega/segas24.cpp	-	-	Dynamic Country Club (World, ROM Based)
dietgo	ROMFAIL		dataeast/dietgo.cpp	-	-	Diet Go Go (Europe v1.1 1992.09.26, set 1)
dkmb	SEGV		namco/dkmb.cpp	powerpc	-	Donkey Kong / Donkey Kong Jr / Mario Bros
dquizgo2	SEGV		misc/vamphalf.cpp	e132xs	-	Date Quiz Go Go Episode 2
dtfamily	SEGV		misc/vamphalf.cpp	e132xs	-	Diet Family
dynabomb	SEGV		misc/limenko.cpp	e132xs	-	Dynamite Bomber (Korea, Rev 1.5)
elim2	TIMEOUT		sega/segag80v.cpp	-	mame4all	Eliminator (2 Players, set 1)
filetto	ROMFAIL		pc/filetto.cpp	-	-	Filetto (v1.05 901009)
finalgdr	SEGV		misc/vamphalf.cpp	e132xs	-	Final Godori (Korea, version 2.20.5915)
fiveside	SEGV		konami/ultrsprt.cpp	powerpc	-	Five a Side Soccer (ver UAA)
fmaniac2p	SEGV		misc/dgpix.cpp	e132xs	-	Fishing Maniac 2+
fmaniac3	SEGV		misc/dgpix.cpp	e132xs	-	Fishing Maniac 3
fort2b	SEGV		eolith/eolith.cpp	e132xs	-	Fortress 2 Blue Arcade (World) (ver 1.01 / pcb ver 3.05)
galastrm	ROMFAIL		taito/galastrm.cpp	-	-	Galactic Storm (Japan)
galgame4	ROMFAIL		ces/galgames.cpp	-	-	Galaxy Games + StarPak 4 cartridge
glass	ROMFAIL		gaelco/glass.cpp	-	-	Glass (ver 1.1, Break Edition, checksum 49D5E66B, Version 1994, set 1)
gunnail	ROMFAIL		nmk/nmk16.cpp	-	mame4all	GunNail (28th May. 1992)
gunwars	TIMEOUT		namco/namcos23.cpp	mips/sh	-	Gunmen Wars (Japan, GM1 Ver. B)
hachamf	ROMFAIL		nmk/nmk16.cpp	-	mame4all	Hacha Mecha Fighter (19th Sep. 1991, protected, set 1)
hanaawas	ROMFAIL		seta/hanaawas.cpp	-	mame4all	Hana Awase (set 1)
hangon	ROMFAIL		sega/segahang.cpp	-	mame4all	Hang-On (Rev A)
haunthig	ROMFAIL		igs/igs_m027xa.cpp	-	-	Haunted House (IGS, V109US)
hdrivair	ROMFAIL		atari/harddriv.cpp	-	-	Hard Drivin's Airborne (prototype, rev 2.7)
ironfort	SEGV		eolith/eolith.cpp	e132xs	-	Iron Fortress
jackie	ROMFAIL		igs/jackie.cpp	-	-	Happy Jackie (v119U)
jmpbreak	SEGV		misc/vamphalf.cpp	e132xs	-	Jumping Break (set 1)
jparkmb	ROMFAIL		sega/megadriv_acbl.cpp	-	-	Jurassic Park (bootleg of Mega Drive version)
jwildb52	ROMFAIL		sigma/sigmab52.cpp	-	-	Joker's Wild (B52 system, BP55114-V1104, Ver.054NMV)
kdynastg	SEGV		misc/dgpix.cpp	e132xs	-	King of Dynast Gear (version 1.8)
kinst	ROMFAIL		rare/kinst.cpp	mips	-	Killer Instinct
klondkp	SEGV		eolith/eolith16.cpp	e132xs	-	KlonDike+
legendoh	SEGV		misc/limenko.cpp	e132xs	-	Legend of Heroes
linkypip	SEGV		eolith/eolith.cpp	e132xs	-	Linky Pipe
macross	ROMFAIL		nmk/nmk16.cpp	-	mame4all	Super Spacefortress Macross / Chou-Jikuu Yousai Macross
madmotor	ROMFAIL		dataeast/madmotor.cpp	-	mame4all	Mad Motor (prototype, set 1)
mahmajn	TIMEOUT		sega/segas24.cpp	-	-	Tokoro San no MahMahjan (Japan, ROM Based)
mahmajn2	TIMEOUT		sega/segas24.cpp	-	-	Tokoro San no MahMahjan 2 (Japan, ROM Based)
maniacsq	ROMFAIL		gaelco/gaelco2.cpp	-	-	Maniac Square (unprotected, version 1.0, checksum BB73)
matchit	ROMFAIL		irem/m80.cpp	-	mame4all	Match It
maxforce	ROMFAIL		atari/jaguar.cpp	mips	-	Maximum Force v1.05
mgcrystl	ROMFAIL		kaneko/kaneko16.cpp	-	mame4all	Magical Crystals (World, 92/01/10)
misncrft	SEGV		misc/vamphalf.cpp	e132xs	-	Mission Craft (version 2.7)
missw02	ROMFAIL		kaneko/expro02.cpp	-	-	Miss World 2002
mofflott	ROMFAIL		taito/asuka.cpp	-	-	Maze of Flott (Japan)
mosaicf2	SEGV		f32/f-32.cpp	e132xs	-	Mosaic (F2 System)
mrdig	SEGV		misc/vamphalf.cpp	e132xs	-	Mr. Dig
mrkicker	SEGV		misc/vamphalf.cpp	e132xs	-	Mr. Kicker (F-E1-16-010 PCB)
multchmp	ROMFAIL		misc/esd16.cpp	-	-	Multi Champ (World, ver. 9.6)
mushitam	TIMEOUT		cave/cv1k.cpp	sh	-	Puzzle! Mushihime-Tama (Japan, 2005/09/09.MASTER VER)
narc	ROMFAIL		williams/midyunit.cpp	-	mame4all	Narc (rev 7.00)
